comparison,male_partno,fem_partno,cosine,male_openness,male_extraversion,male_agreeableness,male_conscientiousness,male_emo_stab,fem_openness,fem_extraversion,fem_agreeableness,fem_conscientiousness,fem_emo_stab
1709,96,62,0.125610384,33,41,33,39,35,32,38,28,36,21
1710,97,62,0.574578434,42,44,38,26,29,32,38,28,36,21
1711,98,62,0.326056685,46,22,34,40,26,32,38,28,36,21
1712,99,62,0.326953295,34,45,32,34,28,32,38,28,36,21
1713,101,62,0.382346646,34,40,42,33,40,32,38,28,36,21
1714,103,62,0.153853718,33,36,30,32,25,32,38,28,36,21
1715,104,62,0.113530208,35,44,40,41,35,32,38,28,36,21
1716,105,62,-0.052000484,30,37,44,35,36,32,38,28,36,21
1717,2,63,0.128447832,30,33,41,43,22,42,46,43,46,21
1718,7,63,0.095775959,40,27,32,25,15,42,46,43,46,21
1719,12,63,0.188971362,39,33,31,30,30,42,46,43,46,21
1720,15,63,-0.016556131,39,35,31,39,43,42,46,43,46,21
1721,21,63,0.042369162,42,44,44,49,22,42,46,43,46,21
1722,24,63,0.525238548,37,37,31,31,32,42,46,43,46,21
1723,25,63,0.182783052,41,43,43,43,47,42,46,43,46,21
1724,30,63,-0.001275488,29,39,39,37,34,42,46,43,46,21
1725,33,63,0.142809867,34,36,33,40,28,42,46,43,46,21
1726,34,63,0.135597028,39,28,34,39,33,42,46,43,46,21
1727,35,63,0.308546431,42,41,32,41,34,42,46,43,46,21
1728,37,63,0.009905969,35,39,35,41,34,42,46,43,46,21
1729,38,63,0.150839461,32,26,33,30,28,42,46,43,46,21
1730,50,63,0.192007841,48,28,43,36,25,42,46,43,46,21
1731,58,63,0.04352853,31,36,36,33,27,42,46,43,46,21
1732,66,63,0.098659419,34,29,35,38,35,42,46,43,46,21
1733,73,63,0.076908208,34,45,32,32,25,42,46,43,46,21
1734,74,63,0.30510332,44,36,39,29,22,42,46,43,46,21
1735,76,63,0.07896994,37,31,24,24,31,42,46,43,46,21
1736,77,63,0.033566161,36,50,34,30,33,42,46,43,46,21
1737,78,63,0.032524422,44,21,32,22,18,42,46,43,46,21
1738,79,63,0.183436463,47,25,37,28,22,42,46,43,46,21
1739,80,63,0.011200502,41,46,41,39,44,42,46,43,46,21
1740,81,63,0.095507126,41,46,36,33,38,42,46,43,46,21
1741,82,63,0.379030992,47,46,47,42,42,42,46,43,46,21
1742,83,63,0.279945145,39,42,45,33,41,42,46,43,46,21
1743,84,63,0.22718128,46,47,37,34,43,42,46,43,46,21
1744,86,63,0.02961217,35,44,35,35,33,42,46,43,46,21
1745,87,63,0.006023156,36,40,37,36,29,42,46,43,46,21
1746,88,63,0.408805071,24,47,32,36,46,42,46,43,46,21
1747,89,63,0.258726122,36,37,28,32,32,42,46,43,46,21
1748,90,63,0.082841303,23,35,38,38,32,42,46,43,46,21
1749,91,63,0.063524598,25,42,34,46,45,42,46,43,46,21
1750,92,63,0.355756684,48,46,36,44,37,42,46,43,46,21
1751,93,63,0.055241065,35,24,37,22,33,42,46,43,46,21
1752,94,63,0.042850681,41,33,28,39,42,42,46,43,46,21
1753,96,63,0.225805759,33,41,33,39,35,42,46,43,46,21
1754,97,63,-0.048017071,42,44,38,26,29,42,46,43,46,21
1755,98,63,-0.001698227,46,22,34,40,26,42,46,43,46,21
1756,99,63,0.366016389,34,45,32,34,28,42,46,43,46,21
1757,101,63,0.089263202,34,40,42,33,40,42,46,43,46,21
1758,103,63,0.020170621,33,36,30,32,25,42,46,43,46,21
1759,104,63,0.118105652,35,44,40,41,35,42,46,43,46,21
1760,105,63,0.084309637,30,37,44,35,36,42,46,43,46,21
1761,2,65,0.083261248,30,33,41,43,22,32,38,37,44,27
1762,7,65,0.065461697,40,27,32,25,15,32,38,37,44,27
1763,12,65,0.417586169,39,33,31,30,30,32,38,37,44,27
1764,15,65,-0.06363231,39,35,31,39,43,32,38,37,44,27
1765,21,65,0.071740028,42,44,44,49,22,32,38,37,44,27
1766,24,65,-0.025882082,37,37,31,31,32,32,38,37,44,27
1767,25,65,0.32044672,41,43,43,43,47,32,38,37,44,27
1768,30,65,0.093963521,29,39,39,37,34,32,38,37,44,27
1769,33,65,-0.053247578,34,36,33,40,28,32,38,37,44,27
1770,34,65,0.011904394,39,28,34,39,33,32,38,37,44,27
1771,35,65,0.272348291,42,41,32,41,34,32,38,37,44,27
1772,37,65,0.091944747,35,39,35,41,34,32,38,37,44,27
1773,38,65,0.156417633,32,26,33,30,28,32,38,37,44,27
1774,50,65,0.20423288,48,28,43,36,25,32,38,37,44,27
1775,58,65,0.059581613,31,36,36,33,27,32,38,37,44,27
1776,66,65,0.221177683,34,29,35,38,35,32,38,37,44,27
1777,73,65,0.236993924,34,45,32,32,25,32,38,37,44,27
1778,74,65,0.010651903,44,36,39,29,22,32,38,37,44,27
1779,76,65,0.063438683,37,31,24,24,31,32,38,37,44,27
1780,77,65,0.006854399,36,50,34,30,33,32,38,37,44,27
1781,78,65,0.061193634,44,21,32,22,18,32,38,37,44,27
1782,79,65,-0.031073983,47,25,37,28,22,32,38,37,44,27
1783,80,65,-0.09765452,41,46,41,39,44,32,38,37,44,27
1784,81,65,0.251645479,41,46,36,33,38,32,38,37,44,27
1785,82,65,0.175542176,47,46,47,42,42,32,38,37,44,27
1786,83,65,0.145801665,39,42,45,33,41,32,38,37,44,27
1787,84,65,0.362656188,46,47,37,34,43,32,38,37,44,27
1788,86,65,0.099681526,35,44,35,35,33,32,38,37,44,27
1789,87,65,0.115464817,36,40,37,36,29,32,38,37,44,27
1790,88,65,0.40785606,24,47,32,36,46,32,38,37,44,27
1791,89,65,0.328882651,36,37,28,32,32,32,38,37,44,27
1792,90,65,0.206047881,23,35,38,38,32,32,38,37,44,27
1793,91,65,0.114764045,25,42,34,46,45,32,38,37,44,27
1794,92,65,0.142264645,48,46,36,44,37,32,38,37,44,27
1795,93,65,0.039204629,35,24,37,22,33,32,38,37,44,27
1796,94,65,0.025067031,41,33,28,39,42,32,38,37,44,27
1797,96,65,0.091776937,33,41,33,39,35,32,38,37,44,27
1798,97,65,0.225211266,42,44,38,26,29,32,38,37,44,27
1799,98,65,0.003618087,46,22,34,40,26,32,38,37,44,27
1800,99,65,0.362886251,34,45,32,34,28,32,38,37,44,27
1801,101,65,0.005944777,34,40,42,33,40,32,38,37,44,27
1802,103,65,0.121419239,33,36,30,32,25,32,38,37,44,27
1803,104,65,0.145768178,35,44,40,41,35,32,38,37,44,27
1804,105,65,0.217235833,30,37,44,35,36,32,38,37,44,27
1805,2,68,0.03409876,30,33,41,43,22,47,26,25,32,17
1806,7,68,0.027955612,40,27,32,25,15,47,26,25,32,17
1807,12,68,0.195345996,39,33,31,30,30,47,26,25,32,17
1808,15,68,0.042135741,39,35,31,39,43,47,26,25,32,17
1809,21,68,0.049867151,42,44,44,49,22,47,26,25,32,17
1810,24,68,0.151065267,37,37,31,31,32,47,26,25,32,17
1811,25,68,0.102451396,41,43,43,43,47,47,26,25,32,17
1812,30,68,0.037815381,29,39,39,37,34,47,26,25,32,17
1813,33,68,0.075113094,34,36,33,40,28,47,26,25,32,17
1814,34,68,0.011992418,39,28,34,39,33,47,26,25,32,17
1815,35,68,0.074375232,42,41,32,41,34,47,26,25,32,17
1816,37,68,0.134399475,35,39,35,41,34,47,26,25,32,17
1817,38,68,0.081683103,32,26,33,30,28,47,26,25,32,17
1818,50,68,0.078995925,48,28,43,36,25,47,26,25,32,17
1819,58,68,0.02744859,31,36,36,33,27,47,26,25,32,17
1820,66,68,0.078041091,34,29,35,38,35,47,26,25,32,17
1821,73,68,0.050855341,34,45,32,32,25,47,26,25,32,17
1822,74,68,0.086509092,44,36,39,29,22,47,26,25,32,17
1823,76,68,0.036567049,37,31,24,24,31,47,26,25,32,17
1824,77,68,0.026631811,36,50,34,30,33,47,26,25,32,17
1825,78,68,0.044293037,44,21,32,22,18,47,26,25,32,17
1826,79,68,0.061322944,47,25,37,28,22,47,26,25,32,17
1827,80,68,0.022981028,41,46,41,39,44,47,26,25,32,17
1828,81,68,0.013188316,41,46,36,33,38,47,26,25,32,17
1829,82,68,0.051015114,47,46,47,42,42,47,26,25,32,17
1830,83,68,0.101742833,39,42,45,33,41,47,26,25,32,17
1831,84,68,0.113034362,46,47,37,34,43,47,26,25,32,17
1832,86,68,0.02704557,35,44,35,35,33,47,26,25,32,17
1833,87,68,0.026042294,36,40,37,36,29,47,26,25,32,17
1834,88,68,0.129846718,24,47,32,36,46,47,26,25,32,17
1835,89,68,0.166974252,36,37,28,32,32,47,26,25,32,17
1836,90,68,0.013954155,23,35,38,38,32,47,26,25,32,17
1837,91,68,0.069572545,25,42,34,46,45,47,26,25,32,17
1838,92,68,0.054692692,48,46,36,44,37,47,26,25,32,17
1839,93,68,0.042061631,35,24,37,22,33,47,26,25,32,17
1840,94,68,0.054236025,41,33,28,39,42,47,26,25,32,17
1841,96,68,0.122552784,33,41,33,39,35,47,26,25,32,17
1842,97,68,0.07227695,42,44,38,26,29,47,26,25,32,17
1843,98,68,0.051591422,46,22,34,40,26,47,26,25,32,17
1844,99,68,0.124903999,34,45,32,34,28,47,26,25,32,17
1845,101,68,0.052362458,34,40,42,33,40,47,26,25,32,17
1846,103,68,0.046505377,33,36,30,32,25,47,26,25,32,17
1847,104,68,0.088130044,35,44,40,41,35,47,26,25,32,17
1848,105,68,0.087086818,30,37,44,35,36,47,26,25,32,17
1849,2,69,0.080258363,30,33,41,43,22,41,45,42,44,29
1850,7,69,0.212205994,40,27,32,25,15,41,45,42,44,29
1851,12,69,0.434849462,39,33,31,30,30,41,45,42,44,29
1852,15,69,0.078410109,39,35,31,39,43,41,45,42,44,29
1853,21,69,0.294963355,42,44,44,49,22,41,45,42,44,29
1854,24,69,0.447499961,37,37,31,31,32,41,45,42,44,29
1855,25,69,0.19261228,41,43,43,43,47,41,45,42,44,29
1856,30,69,0.438066756,29,39,39,37,34,41,45,42,44,29
1857,33,69,0.396575725,34,36,33,40,28,41,45,42,44,29
1858,34,69,0.171099793,39,28,34,39,33,41,45,42,44,29
1859,35,69,0.282201492,42,41,32,41,34,41,45,42,44,29
1860,37,69,0.138756951,35,39,35,41,34,41,45,42,44,29
1861,38,69,0.089137629,32,26,33,30,28,41,45,42,44,29
1862,50,69,0.364079849,48,28,43,36,25,41,45,42,44,29
1863,58,69,0.048790139,31,36,36,33,27,41,45,42,44,29
1864,66,69,0.329850776,34,29,35,38,35,41,45,42,44,29
1865,73,69,0.442474445,34,45,32,32,25,41,45,42,44,29
1866,74,69,0.369517119,44,36,39,29,22,41,45,42,44,29
1867,76,69,0.092802257,37,31,24,24,31,41,45,42,44,29
1868,77,69,0.109152453,36,50,34,30,33,41,45,42,44,29
1869,78,69,0.290316519,44,21,32,22,18,41,45,42,44,29
1870,79,69,0.11694663,47,25,37,28,22,41,45,42,44,29
1871,80,69,0.080973902,41,46,41,39,44,41,45,42,44,29
1872,81,69,0.160137784,41,46,36,33,38,41,45,42,44,29
1873,82,69,0.275655725,47,46,47,42,42,41,45,42,44,29
1874,83,69,0.610989265,39,42,45,33,41,41,45,42,44,29
1875,84,69,0.324160108,46,47,37,34,43,41,45,42,44,29
1876,86,69,0.017851578,35,44,35,35,33,41,45,42,44,29
1877,87,69,0.099023947,36,40,37,36,29,41,45,42,44,29
1878,88,69,0.216025557,24,47,32,36,46,41,45,42,44,29
1879,89,69,0.470326598,36,37,28,32,32,41,45,42,44,29
1880,90,69,0.340402279,23,35,38,38,32,41,45,42,44,29
1881,91,69,0.039886955,25,42,34,46,45,41,45,42,44,29
1882,92,69,0.396511388,48,46,36,44,37,41,45,42,44,29
1883,93,69,0.144682873,35,24,37,22,33,41,45,42,44,29
1884,94,69,0.054223471,41,33,28,39,42,41,45,42,44,29
1885,96,69,0.486999078,33,41,33,39,35,41,45,42,44,29
1886,97,69,0.227546285,42,44,38,26,29,41,45,42,44,29
1887,98,69,0.10035208,46,22,34,40,26,41,45,42,44,29
1888,99,69,0.431685042,34,45,32,34,28,41,45,42,44,29
1889,101,69,0.138545287,34,40,42,33,40,41,45,42,44,29
1890,103,69,0.046763662,33,36,30,32,25,41,45,42,44,29
1891,104,69,0.074879188,35,44,40,41,35,41,45,42,44,29
1892,105,69,0.18853723,30,37,44,35,36,41,45,42,44,29
1893,2,70,0.299720222,30,33,41,43,22,46,48,41,31,27
1894,7,70,0.063668384,40,27,32,25,15,46,48,41,31,27
1895,12,70,0.364742982,39,33,31,30,30,46,48,41,31,27
1896,15,70,0.210558397,39,35,31,39,43,46,48,41,31,27
1897,21,70,0.058039506,42,44,44,49,22,46,48,41,31,27
1898,24,70,0.159776808,37,37,31,31,32,46,48,41,31,27
1899,25,70,0.558265248,41,43,43,43,47,46,48,41,31,27
1900,30,70,0.198272704,29,39,39,37,34,46,48,41,31,27
1901,33,70,0.15094981,34,36,33,40,28,46,48,41,31,27
1902,34,70,0.270123563,39,28,34,39,33,46,48,41,31,27
1903,35,70,0.496000705,42,41,32,41,34,46,48,41,31,27
1904,37,70,0.228862459,35,39,35,41,34,46,48,41,31,27
1905,38,70,0.43162999,32,26,33,30,28,46,48,41,31,27
1906,50,70,0.529256029,48,28,43,36,25,46,48,41,31,27
1907,58,70,0.161355531,31,36,36,33,27,46,48,41,31,27
1908,66,70,0.350321784,34,29,35,38,35,46,48,41,31,27
1909,73,70,0.2846698,34,45,32,32,25,46,48,41,31,27
1910,74,70,0.267416087,44,36,39,29,22,46,48,41,31,27
1911,76,70,0.009473992,37,31,24,24,31,46,48,41,31,27
1912,77,70,0.1372054,36,50,34,30,33,46,48,41,31,27
1913,78,70,0.178534942,44,21,32,22,18,46,48,41,31,27
1914,79,70,0.112824549,47,25,37,28,22,46,48,41,31,27
1915,80,70,0.111963771,41,46,41,39,44,46,48,41,31,27
1916,81,70,0.204421066,41,46,36,33,38,46,48,41,31,27
1917,82,70,0.393012647,47,46,47,42,42,46,48,41,31,27
1918,83,70,0.441791113,39,42,45,33,41,46,48,41,31,27
1919,84,70,0.425731217,46,47,37,34,43,46,48,41,31,27
1920,86,70,0.187953042,35,44,35,35,33,46,48,41,31,27
1921,87,70,0.175936444,36,40,37,36,29,46,48,41,31,27
1922,88,70,0.161656861,24,47,32,36,46,46,48,41,31,27
1923,89,70,0.399576665,36,37,28,32,32,46,48,41,31,27
1924,90,70,0.154190442,23,35,38,38,32,46,48,41,31,27
1925,91,70,0.562603523,25,42,34,46,45,46,48,41,31,27
1926,92,70,0.449475962,48,46,36,44,37,46,48,41,31,27
1927,93,70,0.106603314,35,24,37,22,33,46,48,41,31,27
1928,94,70,0.031677927,41,33,28,39,42,46,48,41,31,27
1929,96,70,0.40811129,33,41,33,39,35,46,48,41,31,27
1930,97,70,0.420322431,42,44,38,26,29,46,48,41,31,27
1931,98,70,0.095713456,46,22,34,40,26,46,48,41,31,27
1932,99,70,0.34417368,34,45,32,34,28,46,48,41,31,27
1933,101,70,0.455045806,34,40,42,33,40,46,48,41,31,27
1934,103,70,0.269957572,33,36,30,32,25,46,48,41,31,27
1935,104,70,0.039056211,35,44,40,41,35,46,48,41,31,27
1936,105,70,0.256992415,30,37,44,35,36,46,48,41,31,27
1937,2,71,0.044248788,30,33,41,43,22,45,33,47,40,32
1938,7,71,0.032407513,40,27,32,25,15,45,33,47,40,32
1939,12,71,0.1196244,39,33,31,30,30,45,33,47,40,32
1940,15,71,0.02212235,39,35,31,39,43,45,33,47,40,32
1941,21,71,0.027539082,42,44,44,49,22,45,33,47,40,32
1942,24,71,0.023781888,37,37,31,31,32,45,33,47,40,32
1943,25,71,0.063152934,41,43,43,43,47,45,33,47,40,32
1944,30,71,0.04937909,29,39,39,37,34,45,33,47,40,32
1945,33,71,0.047367836,34,36,33,40,28,45,33,47,40,32
1946,34,71,0.203300655,39,28,34,39,33,45,33,47,40,32
1947,35,71,0.119694274,42,41,32,41,34,45,33,47,40,32
1948,37,71,-0.006165105,35,39,35,41,34,45,33,47,40,32
1949,38,71,0.027171358,32,26,33,30,28,45,33,47,40,32
1950,50,71,0.043265063,48,28,43,36,25,45,33,47,40,32
1951,58,71,0.042286641,31,36,36,33,27,45,33,47,40,32
1952,66,71,0.035666594,34,29,35,38,35,45,33,47,40,32
1953,73,71,0.065438202,34,45,32,32,25,45,33,47,40,32
1954,74,71,0.01483003,44,36,39,29,22,45,33,47,40,32
1955,76,71,0.022394762,37,31,24,24,31,45,33,47,40,32
1956,77,71,-0.002415443,36,50,34,30,33,45,33,47,40,32
1957,78,71,0.158245623,44,21,32,22,18,45,33,47,40,32
1958,79,71,0.056543015,47,25,37,28,22,45,33,47,40,32
1959,80,71,0.148611231,41,46,41,39,44,45,33,47,40,32
1960,81,71,0.17135475,41,46,36,33,38,45,33,47,40,32
1961,82,71,-0.070497648,47,46,47,42,42,45,33,47,40,32
1962,83,71,0.005431777,39,42,45,33,41,45,33,47,40,32
1963,84,71,0.026553282,46,47,37,34,43,45,33,47,40,32
1964,86,71,0.029026275,35,44,35,35,33,45,33,47,40,32
1965,87,71,0.099081846,36,40,37,36,29,45,33,47,40,32
1966,88,71,-0.053365573,24,47,32,36,46,45,33,47,40,32
1967,89,71,0.020843089,36,37,28,32,32,45,33,47,40,32
1968,90,71,0.13358852,23,35,38,38,32,45,33,47,40,32
1969,91,71,0.049359549,25,42,34,46,45,45,33,47,40,32
1970,92,71,0.039844445,48,46,36,44,37,45,33,47,40,32
1971,93,71,0.050885191,35,24,37,22,33,45,33,47,40,32
1972,94,71,0.011934159,41,33,28,39,42,45,33,47,40,32
1973,96,71,0.031358123,33,41,33,39,35,45,33,47,40,32
1974,97,71,0.124641193,42,44,38,26,29,45,33,47,40,32
1975,98,71,0.039534529,46,22,34,40,26,45,33,47,40,32
1976,99,71,-0.032440104,34,45,32,34,28,45,33,47,40,32
1977,101,71,0.014441979,34,40,42,33,40,45,33,47,40,32
1978,103,71,0.12996103,33,36,30,32,25,45,33,47,40,32
1979,104,71,0.062603442,35,44,40,41,35,45,33,47,40,32
1980,105,71,0.021886485,30,37,44,35,36,45,33,47,40,32
1981,2,72,0.104540388,30,33,41,43,22,38,50,38,37,28
1982,7,72,0.095620035,40,27,32,25,15,38,50,38,37,28
1983,12,72,0.340265753,39,33,31,30,30,38,50,38,37,28
1984,15,72,0.047606545,39,35,31,39,43,38,50,38,37,28
1985,21,72,0.066786211,42,44,44,49,22,38,50,38,37,28
1986,24,72,0.214986721,37,37,31,31,32,38,50,38,37,28
1987,25,72,0.246993843,41,43,43,43,47,38,50,38,37,28
1988,30,72,0.225928545,29,39,39,37,34,38,50,38,37,28
1989,33,72,0.086485246,34,36,33,40,28,38,50,38,37,28
1990,34,72,0.355085522,39,28,34,39,33,38,50,38,37,28
1991,35,72,0.575088296,42,41,32,41,34,38,50,38,37,28
1992,37,72,0.113712285,35,39,35,41,34,38,50,38,37,28
1993,38,72,0.093408758,32,26,33,30,28,38,50,38,37,28
1994,50,72,0.306253859,48,28,43,36,25,38,50,38,37,28
1995,58,72,-0.027252493,31,36,36,33,27,38,50,38,37,28
1996,66,72,0.228959087,34,29,35,38,35,38,50,38,37,28
1997,73,72,0.326139069,34,45,32,32,25,38,50,38,37,28
1998,74,72,0.258154327,44,36,39,29,22,38,50,38,37,28
1999,76,72,0.038644309,37,31,24,24,31,38,50,38,37,28
2000,77,72,0.177739574,36,50,34,30,33,38,50,38,37,28
2001,78,72,0.341088879,44,21,32,22,18,38,50,38,37,28
2002,79,72,0.101627728,47,25,37,28,22,38,50,38,37,28
2003,80,72,-0.169075485,41,46,41,39,44,38,50,38,37,28
2004,81,72,0.049283366,41,46,36,33,38,38,50,38,37,28
2005,82,72,0.330667314,47,46,47,42,42,38,50,38,37,28
2006,83,72,0.33633867,39,42,45,33,41,38,50,38,37,28
2007,84,72,0.559581386,46,47,37,34,43,38,50,38,37,28
2008,86,72,0.040457963,35,44,35,35,33,38,50,38,37,28
2009,87,72,0.252990707,36,40,37,36,29,38,50,38,37,28
2010,88,72,0.538683543,24,47,32,36,46,38,50,38,37,28
2011,89,72,0.356868387,36,37,28,32,32,38,50,38,37,28
2012,90,72,0.292935872,23,35,38,38,32,38,50,38,37,28
2013,91,72,0.001789554,25,42,34,46,45,38,50,38,37,28
2014,92,72,0.361732889,48,46,36,44,37,38,50,38,37,28
2015,93,72,0.066221073,35,24,37,22,33,38,50,38,37,28
2016,94,72,0.014013347,41,33,28,39,42,38,50,38,37,28
2017,96,72,0.120414211,33,41,33,39,35,38,50,38,37,28
2018,97,72,0.062042337,42,44,38,26,29,38,50,38,37,28
2019,98,72,0.119623141,46,22,34,40,26,38,50,38,37,28
2020,99,72,0.329992945,34,45,32,34,28,38,50,38,37,28
2021,101,72,0.21722749,34,40,42,33,40,38,50,38,37,28
2022,103,72,0.313966541,33,36,30,32,25,38,50,38,37,28
2023,104,72,0.12378744,35,44,40,41,35,38,50,38,37,28
2024,105,72,0.15912874,30,37,44,35,36,38,50,38,37,28
